epoch,acc,loss,val_acc,val_loss
0,0.47974,1.5950797491836548,0.545,1.462826130104065
1,0.60694,1.2568412078857423,0.6511,1.1207210704803467
2,0.6635,1.1077985749435424,0.5769,1.527877991104126
3,0.70528,1.01106485080719,0.5956,1.628385262489319
4,0.7289,0.9455091146469117,0.7054,1.0535527690887452
5,0.75112,0.8887272644615173,0.7073,1.0282548972129821
6,0.76168,0.8596505940818787,0.7013,1.1483753025054932
7,0.77664,0.8249599618530273,0.713,1.0642363538742066
8,0.78568,0.8009197739887237,0.7173,1.0425658391952515
9,0.78886,0.7862030026817322,0.7528,0.9190347917556763
10,0.7972,0.7667140658569336,0.7534,0.9111235935211182
11,0.80388,0.7527308834266663,0.7956,0.7955296433448792
12,0.80684,0.7420154019927978,0.783,0.8409594663619995
13,0.81654,0.7175271647453308,0.7805,0.8590951906204224
14,0.81764,0.7182862636375428,0.7997,0.7826521164894104
15,0.82508,0.7023955349731446,0.6689,1.325344828605652
16,0.8268,0.6941504199028015,0.7717,0.9156190727233887
17,0.83058,0.6873040110969544,0.7255,1.115899785900116
18,0.8311,0.6800371704864502,0.7688,0.8737825419425964
19,0.8345,0.6733841425514221,0.7538,1.0060883777618408
20,0.83738,0.6665276529312134,0.7425,1.0619498428344727
21,0.84028,0.660802866344452,0.7349,1.1170724618911743
22,0.84166,0.6579249822616577,0.7776,0.9061641337394715
23,0.84252,0.6546499536132813,0.7975,0.7858764359474182
24,0.84424,0.6504581277275086,0.8028,0.8198453144073486
25,0.84802,0.6413660658454895,0.8219,0.731736570262909
26,0.85032,0.634345109500885,0.7949,0.8102149216651916
27,0.84952,0.6366118674468995,0.8258,0.7529078740119934
28,0.85124,0.6349125967979431,0.7848,0.9176214436531067
29,0.85148,0.630451750164032,0.8164,0.780769666671753
30,0.85554,0.6229632991981506,0.7682,0.961550493144989
31,0.85296,0.622470567188263,0.8425,0.6654124653816224
32,0.85472,0.6235858051681519,0.8297,0.7190533561706542
33,0.85532,0.6186398383712769,0.8325,0.7143821413040161
34,0.85766,0.6169168203353882,0.8266,0.7269143519401551
35,0.85834,0.61181411611557,0.821,0.7368532839775086
36,0.85784,0.612133402633667,0.8457,0.6644920666694641
37,0.85968,0.6103087200737,0.816,0.7759881885528565
38,0.85934,0.607423179512024,0.8225,0.7630734502792358
39,0.85904,0.6068098830223083,0.792,0.8858589158058167
40,0.86268,0.6066659525489807,0.8266,0.7497616490364075
41,0.86318,0.6030507532882691,0.8505,0.6521417876243591
42,0.86234,0.6001706588745117,0.7763,0.9467626972198486
43,0.86304,0.5988922200965882,0.7983,0.8252020347595215
44,0.86416,0.5992788360786439,0.8194,0.7675290602684021
45,0.8646,0.5946498332595825,0.8345,0.7106502756118774
46,0.86474,0.5928906507682801,0.8243,0.759511059474945
47,0.86486,0.5933915117454529,0.8175,0.7536401941299439
48,0.86808,0.589480976600647,0.8156,0.7554220007896424
49,0.86842,0.5852245162200927,0.7485,1.1437720300674439
50,0.86772,0.5843677617168427,0.8121,0.7926363342285156
51,0.86574,0.5904377931022644,0.8368,0.678992845916748
52,0.86738,0.5871009920024872,0.8161,0.7928990786552429
53,0.86872,0.5835835247993469,0.8234,0.7678304202079773
54,0.86978,0.5853875634384156,0.7861,0.881465026473999
55,0.86836,0.5824932600784302,0.8299,0.741205099105835
56,0.87172,0.5792501906013489,0.8435,0.6855698130607605
57,0.87118,0.5796921827888489,0.7674,0.9922104740142822
58,0.8703,0.5759964870548249,0.7919,0.8918719536781311
59,0.8706,0.5764741710662842,0.8254,0.7288674795150757
60,0.87426,0.5709635292243957,0.8287,0.7054740214347839
61,0.87166,0.5763486695098877,0.8286,0.7335967035293579
62,0.87352,0.5690248204612732,0.8396,0.6921196502685547
63,0.87278,0.5706537340927124,0.8216,0.7513298306465149
64,0.87284,0.5708568710899353,0.8488,0.7088917776107788
65,0.8749,0.5704115355873108,0.8466,0.6751263124465943
66,0.8722,0.571754117603302,0.8421,0.6825333948612213
67,0.87442,0.5652194627571105,0.8479,0.6648075778007507
68,0.87582,0.5646896997451782,0.8344,0.7213058798789979
69,0.87472,0.564423953294754,0.8276,0.7565049375534058
70,0.87666,0.5650141061210633,0.8033,0.8224295057296753
71,0.87642,0.5621367578315735,0.843,0.6942769833564758
72,0.87606,0.5610689841651917,0.8579,0.6272316429138184
73,0.87516,0.562413639717102,0.8427,0.6750739393234253
74,0.8778,0.5594858798599243,0.8014,0.8157169990539551
75,0.87394,0.5636939828586578,0.8652,0.6029628897666931
76,0.87924,0.5546841627883912,0.8537,0.6322183586120605
77,0.8775,0.558173606748581,0.8447,0.6813006789207459
78,0.87598,0.5578063247585296,0.8471,0.6649737077713013
79,0.87736,0.5561882927036286,0.8074,0.8159168190002442
80,0.87784,0.557376201915741,0.8401,0.6889091486930847
81,0.90664,0.4743799779033661,0.89,0.5232324327468872
82,0.91574,0.44176486408233645,0.8949,0.5139484204292297
83,0.92102,0.42329359272956846,0.8968,0.5005566170215606
84,0.92206,0.4172002238082886,0.8947,0.5070935766220093
85,0.92576,0.4046061850452423,0.8994,0.48698009066581727
86,0.9267,0.39630210015296935,0.8988,0.4836774893283844
87,0.92668,0.39094075189590455,0.9014,0.4804597625255585
